subject_id,classification_id,user_name,T2_1 Set scale (0.5 cm): x1,T2_1 Set scale (0.5 cm): y1,T2_1 Set scale (0.5 cm): x2,T2_1 Set scale (0.5 cm): y2,T2_1 Tegula length: x1,T2_1 Tegula length: y1,T2_1 Tegula length: x2,T2_1 Tegula length: y2,T3_1 Were you able to measure the bee?,catalogNumber,originalFileName,started_at,finished_at,gold_standard,expert,workflow_version,keep
82424853,451519288,zairaaa,1815,821,2254,819,2558,2111,2820,2079,Yes,UCSB-IZC00040415,UCSB-IZC00040415_had_lbs.jpg,17-Nov-2022 21:06:01,17-Nov-2022 21:06:30,,,1.1,
82424783,451519358,zairaaa,1817,850,2295,853,2547,2146,3063,2153,Yes,UCSB-IZC00034458,UCSB-IZC00034458_had_lbs.jpg,17-Nov-2022 21:06:30,17-Nov-2022 21:06:55,,,1.1,
82424954,451519487,zairaaa,2093,914,2539,910,2696,2041,2987,2051,Yes,UCSB-IZC00043675,UCSB-IZC00043675_had_lbs.jpg,17-Nov-2022 21:06:55,17-Nov-2022 21:07:30,,,1.1,
82424782,451519646,zairaaa,2008,148,2401,149,3120,1146,3124,1021,Yes,UCSB-IZC00034401,UCSB-IZC00034401_had_lbs.jpg,17-Nov-2022 21:07:30,17-Nov-2022 21:08:16,,,1.1,
82424811,451536091,zairaaa,2275,781,2712,781,2944,2236,3229,2203,Yes,UCSB-IZC00038657,UCSB-IZC00038657_had_lbs.jpg,17-Nov-2022 22:38:18,17-Nov-2022 22:38:42,,,1.1,
82424916,451536145,zairaaa,2129,836,2574,836,2856,2299,3138,2289,Yes,UCSB-IZC00042597,UCSB-IZC00042597_had_lbs.jpg,17-Nov-2022 22:38:42,17-Nov-2022 22:39:04,,,1.1,
82424965,451536203,zairaaa,1711,846,2149,846,2377,1898,2702,1893,Yes,UCSB-IZC00047055,UCSB-IZC00047055_had_lbs.jpg,17-Nov-2022 22:39:04,17-Nov-2022 22:39:28,,,1.1,
82424808,451536276,zairaaa,2059,204,2616,201,3584,1580,3590,1347,Yes,UCSB-IZC00037714,UCSB-IZC00037714_had_lbs.jpg,17-Nov-2022 22:39:28,17-Nov-2022 22:40:01,,,1.1,
82424764,451536346,zairaaa,2125,224,2669,228,3382,2377,3399,2138,Yes,UCSB-IZC00030724,UCSB-IZC00030724_had_lbs.jpg,17-Nov-2022 22:40:01,17-Nov-2022 22:40:33,,,1.1,
82424960,451536430,zairaaa,1932,804,2374,804,2417,2054,2690,2039,Yes,UCSB-IZC00044259,UCSB-IZC00044259_had_lbs.jpg,17-Nov-2022 22:40:33,17-Nov-2022 22:41:13,,,1.1,
82424840,451536790,zairaaa,2141,788,2585,786,2691,1353,2957,1355,Yes,UCSB-IZC00038916,UCSB-IZC00038916_had_lbs.jpg,17-Nov-2022 22:41:13,17-Nov-2022 22:44:21,,,1.1,
82424758,451536836,zairaaa,1967,229,2524,235,3174,1841,3162,1634,Yes,UCSB-IZC00030214,UCSB-IZC00030214_had_lbs.jpg,17-Nov-2022 22:44:21,17-Nov-2022 22:44:44,,,1.1,
82424858,451536880,zairaaa,1699,736,2133,733,2234,1979,2536,1940,Yes,UCSB-IZC00041289,UCSB-IZC00041289_had_lbs.jpg,17-Nov-2022 22:44:44,17-Nov-2022 22:45:09,,,1.1,
82424948,451537099,zairaaa,2074,757,2514,754,3012,2071,3263,2090,Yes,UCSB-IZC00042900,UCSB-IZC00042900_had_lbs.jpg,17-Nov-2022 22:45:09,17-Nov-2022 22:47:11,,,1.1,
82424750,451537164,zairaaa,2322,895,2759,898,2899,1658,3162,1648,Yes,UCSB-IZC00022225,UCSB-IZC00022225_had_lbs.jpg,17-Nov-2022 22:47:11,17-Nov-2022 22:47:36,,,1.1,
82424791,451537272,zairaaa,1684,152,2074,155,2260,1127,2532,1119,Yes,UCSB-IZC00035557,UCSB-IZC00035557_had_lbs.jpg,17-Nov-2022 22:47:36,17-Nov-2022 22:48:18,,,1.1,
82424881,451537332,zairaaa,2169,833,2606,828,2585,1885,2846,1829,Yes,UCSB-IZC00042086,UCSB-IZC00042086_had_lbs.jpg,17-Nov-2022 22:48:18,17-Nov-2022 22:48:41,,,1.1,
82424940,451537442,zairaaa,1710,783,2144,780,2284,2271,2603,2251,Yes,UCSB-IZC00042842,UCSB-IZC00042842_had_lbs.jpg,17-Nov-2022 22:48:41,17-Nov-2022 22:49:16,,,1.1,
82424737,451537517,zairaaa,1737,796,2175,796,2477,1664,2887,1653,Yes,UCSB-IZC00009840,UCSB-IZC00009840_had_lbs.jpg,17-Nov-2022 22:49:16,17-Nov-2022 22:49:46,,,1.1,
82424884,451537599,zairaaa,1572,724,2016,724,2085,1530,2362,1499,Yes,UCSB-IZC00042089,UCSB-IZC00042089_had_lbs.jpg,17-Nov-2022 22:49:46,17-Nov-2022 22:50:12,,,1.1,
82424804,451537690,zairaaa,2060,235,2617,228,3255,2001,3230,1767,Yes,UCSB-IZC00036684,UCSB-IZC00036684_had_lbs.jpg,17-Nov-2022 22:50:12,17-Nov-2022 22:50:53,,,1.1,
82424751,451537746,zairaaa,2304,787,2748,784,2994,1343,3255,1312,Yes,UCSB-IZC00022226,UCSB-IZC00022226_had_lbs.jpg,17-Nov-2022 22:50:53,17-Nov-2022 22:51:21,,,1.1,
82424942,451537801,zairaaa,2024,803,2427,803,2815,1532,3063,1527,Yes,UCSB-IZC00042852,UCSB-IZC00042852_had_lbs.jpg,17-Nov-2022 22:51:22,17-Nov-2022 22:51:45,,,1.1,
82424817,451537870,zairaaa,2032,166,2586,166,3522,1933,3522,1716,Yes,UCSB-IZC00038676,UCSB-IZC00038676_had_lbs.jpg,17-Nov-2022 22:51:46,17-Nov-2022 22:52:12,,,1.1,
82424733,451537962,zairaaa,1866,745,2266,742,2728,1865,2950,1871,Yes,UCSB-IZC00009106,UCSB-IZC00009106_had_lbs.jpg,17-Nov-2022 22:52:12,17-Nov-2022 22:52:46,,,1.1,
82424891,451538056,zairaaa,2168,835,2610,832,2689,2291,2937,2277,Yes,UCSB-IZC00042109,UCSB-IZC00042109_had_lbs.jpg,17-Nov-2022 22:52:46,17-Nov-2022 22:53:19,,,1.1,
82424759,451538129,zairaaa,1909,229,2466,229,3512,1867,3526,1631,Yes,UCSB-IZC00030226,UCSB-IZC00030226_had_lbs.jpg,17-Nov-2022 22:53:19,17-Nov-2022 22:53:52,,,1.1,
82424956,451538209,zairaaa,2251,862,2657,864,2856,1993,3112,1997,Yes,UCSB-IZC00043723,UCSB-IZC00043723_had_lbs.jpg,17-Nov-2022 22:53:52,17-Nov-2022 22:54:24,,,1.1,
82424815,451538297,zairaaa,1671,765,2117,763,2280,1516,2565,1496,Yes,UCSB-IZC00038672,UCSB-IZC00038672_had_lbs.jpg,17-Nov-2022 22:54:24,17-Nov-2022 22:55:00,,,1.1,
82424949,451538358,zairaaa,1729,834,2173,832,2772,1544,3057,1554,Yes,UCSB-IZC00042906,UCSB-IZC00042906_had_lbs.jpg,17-Nov-2022 22:55:00,17-Nov-2022 22:55:36,,,1.1,
82424920,451538423,zairaaa,2049,877,2496,874,2590,1790,2856,1790,Yes,UCSB-IZC00042691,UCSB-IZC00042691_had_lbs.jpg,17-Nov-2022 22:55:36,17-Nov-2022 22:56:03,,,1.1,
82424795,451538482,zairaaa,1647,855,2084,855,2131,2146,2424,2114,Yes,UCSB-IZC00035629,UCSB-IZC00035629_had_lbs.jpg,17-Nov-2022 22:56:03,17-Nov-2022 22:56:25,,,1.1,
82424875,451538597,zairaaa,2169,727,2581,727,2556,1955,2802,1969,Yes,UCSB-IZC00042069,UCSB-IZC00042069_had_lbs.jpg,17-Nov-2022 22:56:25,17-Nov-2022 22:57:04,,,1.1,
82424794,451538681,zairaaa,1859,148,2254,147,2712,1124,2722,954,Yes,UCSB-IZC00035614,UCSB-IZC00035614_had_lbs.jpg,17-Nov-2022 22:57:05,17-Nov-2022 22:57:38,,,1.1,
82424869,451538768,zairaaa,2049,873,2496,873,2915,2327,3194,2302,Yes,UCSB-IZC00041997,UCSB-IZC00041997_had_lbs.jpg,17-Nov-2022 22:57:38,17-Nov-2022 22:58:10,,,1.1,
82424798,451538818,zairaaa,2057,217,2621,215,3252,1732,3252,1957,Yes,UCSB-IZC00036120,UCSB-IZC00036120_had_lbs.jpg,17-Nov-2022 22:58:10,17-Nov-2022 22:58:36,,,1.1,
82424797,451538895,zairaaa,2053,209,2616,209,3507,2059,3507,1850,Yes,UCSB-IZC00036078,UCSB-IZC00036078_had_lbs.jpg,17-Nov-2022 22:58:36,17-Nov-2022 22:59:06,,,1.1,
82424775,451538944,zairaaa,1814,785,2257,785,2502,2132,3048,2109,Yes,UCSB-IZC00033145,UCSB-IZC00033145_had_lbs.jpg,17-Nov-2022 22:59:06,17-Nov-2022 22:59:34,,,1.1,
82424897,451538996,zairaaa,2320,894,2760,892,3020,1925,3280,1920,Yes,UCSB-IZC00042497,UCSB-IZC00042497_had_lbs.jpg,17-Nov-2022 22:59:34,17-Nov-2022 22:59:55,,,1.1,
82424800,451539065,zairaaa,1786,878,2227,875,2553,1845,2836,1836,Yes,UCSB-IZC00036327,UCSB-IZC00036327_had_lbs.jpg,17-Nov-2022 22:59:55,17-Nov-2022 23:00:26,,,1.1,
82424769,451539556,zairaaa,1655,834,2083,826,2272,2135,2703,2124,Yes,UCSB-IZC00033082,UCSB-IZC00033082_had_lbs.jpg,17-Nov-2022 23:00:26,17-Nov-2022 23:03:46,,,1.1,
82424909,451540361,zairaaa,2080,651,2529,654,2917,1922,3208,1896,Yes,UCSB-IZC00042578,UCSB-IZC00042578_had_lbs.jpg,17-Nov-2022 23:03:46,17-Nov-2022 23:10:58,,,1.1,
82424892,451540387,zairaaa,2262,773,2699,773,2995,1363,3273,1418,Yes,UCSB-IZC00042117,UCSB-IZC00042117_had_lbs.jpg,17-Nov-2022 23:10:58,17-Nov-2022 23:11:18,,,1.1,
82424825,451540417,zairaaa,2088,853,2526,849,2582,1562,2867,1579,Yes,UCSB-IZC00038884,UCSB-IZC00038884_had_lbs.jpg,17-Nov-2022 23:11:18,17-Nov-2022 23:11:40,,,1.1,
82424739,451540464,zairaaa,1687,903,2168,908,2694,1617,2869,1629,Yes,UCSB-IZC00010277,UCSB-IZC00010277_had_lbs.jpg,17-Nov-2022 23:11:40,17-Nov-2022 23:12:06,,,1.1,
82424928,451540961,zairaaa,2073,598,2516,598,2351,1334,2630,1294,Yes,UCSB-IZC00042809,UCSB-IZC00042809_had_lbs.jpg,17-Nov-2022 23:12:06,17-Nov-2022 23:16:30,,,1.1,
82424872,451540995,zairaaa,2094,724,2500,722,2735,1729,3003,1725,Yes,UCSB-IZC00042063,UCSB-IZC00042063_had_lbs.jpg,17-Nov-2022 23:16:30,17-Nov-2022 23:16:52,,,1.1,
82424870,451541044,zairaaa,3014,280,3464,286,3734,1249,3782,1434,Yes,UCSB-IZC00042037,UCSB-IZC00042037_had_lbs.jpg,17-Nov-2022 23:16:52,17-Nov-2022 23:17:15,,,1.1,
82424874,451541099,zairaaa,2060,877,2497,873,2403,2132,2681,2160,Yes,UCSB-IZC00042068,UCSB-IZC00042068_had_lbs.jpg,17-Nov-2022 23:17:15,17-Nov-2022 23:17:42,,,1.1,
82424911,451541159,zairaaa,2254,872,2695,872,2916,2074,3180,2061,Yes,UCSB-IZC00042585,UCSB-IZC00042585_had_lbs.jpg,17-Nov-2022 23:17:42,17-Nov-2022 23:18:05,,,1.1,
82424796,451541203,zairaaa,2059,213,2619,211,3704,1177,3681,1398,Yes,UCSB-IZC00036068,UCSB-IZC00036068_had_lbs.jpg,17-Nov-2022 23:18:05,17-Nov-2022 23:18:26,,,1.1,
82424773,451541245,zairaaa,1579,766,2021,766,3394,1788,4059,1785,Yes,UCSB-IZC00033126,UCSB-IZC00033126_had_lbs.jpg,17-Nov-2022 23:18:26,17-Nov-2022 23:18:45,,,1.1,
82424755,451541288,zairaaa,1719,717,2114,717,2608,2067,2901,2036,Yes,UCSB-IZC00028360,UCSB-IZC00028360_had_lbs.jpg,17-Nov-2022 23:18:45,17-Nov-2022 23:19:04,,,1.1,
82424918,451541346,zairaaa,1735,691,2180,693,2352,1775,2631,1785,Yes,UCSB-IZC00042600,UCSB-IZC00042600_had_lbs.jpg,17-Nov-2022 23:19:04,17-Nov-2022 23:19:28,,,1.1,
82424762,451541408,zairaaa,2131,782,2585,779,2802,1739,2977,1734,Yes,UCSB-IZC00030445,UCSB-IZC00030445_had_lbs.jpg,17-Nov-2022 23:19:28,17-Nov-2022 23:19:53,,,1.1,
82424933,451541478,zairaaa,2089,591,2535,591,2965,1484,3227,1497,Yes,UCSB-IZC00042821,UCSB-IZC00042821_had_lbs.jpg,17-Nov-2022 23:19:53,17-Nov-2022 23:20:15,,,1.1,
82424843,451541578,zairaaa,2023,773,2471,771,2349,1510,2618,1521,Yes,UCSB-IZC00038929,UCSB-IZC00038929_had_lbs.jpg,17-Nov-2022 23:20:15,17-Nov-2022 23:20:39,,,1.1,
82424729,451541653,zairaaa,2128,780,2582,776,2618,1611,2801,1596,Yes,UCSB-IZC00006063,UCSB-IZC00006063_had_lbs.jpg,17-Nov-2022 23:20:39,17-Nov-2022 23:21:00,,,1.1,
82424882,451541741,zairaaa,1960,822,2403,818,2592,1866,2861,1877,Yes,UCSB-IZC00042087,UCSB-IZC00042087_had_lbs.jpg,17-Nov-2022 23:21:00,17-Nov-2022 23:21:24,,,1.1,
82424893,451541833,zairaaa,2271,765,2716,763,2882,1865,3152,1858,Yes,UCSB-IZC00042120,UCSB-IZC00042120_had_lbs.jpg,17-Nov-2022 23:21:24,17-Nov-2022 23:21:47,,,1.1,
82424876,451541907,zairaaa,2027,761,2469,761,2727,1485,2992,1472,Yes,UCSB-IZC00042075,UCSB-IZC00042075_had_lbs.jpg,17-Nov-2022 23:21:47,17-Nov-2022 23:22:10,,,1.1,
82424813,451541981,zairaaa,2277,788,2718,789,2876,1947,3161,1941,Yes,UCSB-IZC00038662,UCSB-IZC00038662_had_lbs.jpg,17-Nov-2022 23:22:10,17-Nov-2022 23:22:32,,,1.1,
82424830,451542046,zairaaa,2079,819,2524,819,2971,1568,3257,1585,Yes,UCSB-IZC00038892,UCSB-IZC00038892_had_lbs.jpg,17-Nov-2022 23:22:32,17-Nov-2022 23:22:51,,,1.1,
82424770,451542107,zairaaa,1646,833,2076,828,2523,2240,3086,2237,Yes,UCSB-IZC00033103,UCSB-IZC00033103_had_lbs.jpg,17-Nov-2022 23:22:51,17-Nov-2022 23:23:11,,,1.1,
82424958,451542178,zairaaa,2049,874,2496,870,2699,1988,2973,1999,Yes,UCSB-IZC00044222,UCSB-IZC00044222_had_lbs.jpg,17-Nov-2022 23:23:11,17-Nov-2022 23:23:33,,,1.1,
82424743,451542256,zairaaa,1528,824,1972,818,2845,2058,3439,2067,Yes,UCSB-IZC00010302,UCSB-IZC00010302_had_lbs.jpg,17-Nov-2022 23:23:33,17-Nov-2022 23:23:54,,,1.1,
82424923,451542319,zairaaa,2079,755,2522,755,2769,1874,3039,1878,Yes,UCSB-IZC00042791,UCSB-IZC00042791_had_lbs.jpg,17-Nov-2022 23:23:54,17-Nov-2022 23:24:16,,,1.1,
82424849,451542390,zairaaa,1701,745,2140,742,2479,1926,2704,1914,Yes,UCSB-IZC00040368,UCSB-IZC00040368_had_lbs.jpg,17-Nov-2022 23:24:16,17-Nov-2022 23:24:40,,,1.1,
82424936,451542496,zairaaa,2162,758,2603,762,2464,1758,2743,1733,Yes,UCSB-IZC00042828,UCSB-IZC00042828_had_lbs.jpg,17-Nov-2022 23:24:40,17-Nov-2022 23:25:13,,,1.1,
82424836,451542595,zairaaa,2256,800,2663,798,2631,1929,2892,1886,Yes,UCSB-IZC00038908,UCSB-IZC00038908_had_lbs.jpg,17-Nov-2022 23:25:13,17-Nov-2022 23:25:46,,,1.1,
82424816,451542654,zairaaa,1895,833,2333,833,2620,2001,2888,2016,Yes,UCSB-IZC00038673,UCSB-IZC00038673_had_lbs.jpg,17-Nov-2022 23:25:46,17-Nov-2022 23:26:07,,,1.1,
82424937,451542733,zairaaa,2332,678,2773,678,2995,1492,3272,1472,Yes,UCSB-IZC00042830,UCSB-IZC00042830_had_lbs.jpg,17-Nov-2022 23:26:07,17-Nov-2022 23:26:29,,,1.1,
82424732,451542787,zairaaa,1684,782,2077,782,2233,2041,2531,2050,Yes,UCSB-IZC00009100,UCSB-IZC00009100_had_lbs.jpg,17-Nov-2022 23:26:29,17-Nov-2022 23:26:52,,,1.1,
82424957,451542865,zairaaa,2053,900,2497,895,2597,2320,2883,2322,Yes,UCSB-IZC00043737,UCSB-IZC00043737_had_lbs.jpg,17-Nov-2022 23:26:52,17-Nov-2022 23:27:15,,,1.1,
82424819,451542924,zairaaa,2260,780,2701,780,3011,2074,3271,2064,Yes,UCSB-IZC00038684,UCSB-IZC00038684_had_lbs.jpg,17-Nov-2022 23:27:15,17-Nov-2022 23:27:35,,,1.1,
82424838,451542977,zairaaa,2117,842,2522,840,2841,1704,3086,1717,Yes,UCSB-IZC00038913,UCSB-IZC00038913_had_lbs.jpg,17-Nov-2022 23:27:35,17-Nov-2022 23:27:55,,,1.1,
82424749,451543024,zairaaa,2047,743,2519,750,2880,2103,3531,2084,Yes,UCSB-IZC00012185.,UCSB-IZC00012185._had_lbs.jpg,17-Nov-2022 23:27:55,17-Nov-2022 23:28:16,,,1.1,
82424924,451543067,zairaaa,1865,649,2309,644,2414,1654,2701,1635,Yes,UCSB-IZC00042798,UCSB-IZC00042798_had_lbs.jpg,17-Nov-2022 23:28:16,17-Nov-2022 23:28:36,,,1.1,
82424829,451543122,zairaaa,2266,821,2678,819,2940,1954,3206,1945,Yes,UCSB-IZC00038891,UCSB-IZC00038891_had_lbs.jpg,17-Nov-2022 23:28:36,17-Nov-2022 23:28:57,,,1.1,
82424902,451543212,zairaaa,1755,723,2200,723,2538,2164,2801,2172,Yes,UCSB-IZC00042552,UCSB-IZC00042552_had_lbs.jpg,17-Nov-2022 23:28:57,17-Nov-2022 23:29:34,,,1.1,
82424771,451543279,zairaaa,1672,793,2109,787,2993,1509,3516,1522,Yes,UCSB-IZC00033120,UCSB-IZC00033120_had_lbs.jpg,17-Nov-2022 23:29:34,17-Nov-2022 23:29:57,,,1.1,
82424851,451543352,zairaaa,1847,854,2291,849,2563,1853,2837,1846,Yes,UCSB-IZC00040407,UCSB-IZC00040407_had_lbs.jpg,17-Nov-2022 23:29:57,17-Nov-2022 23:30:19,,,1.1,
82424820,451543404,zairaaa,1845,774,2290,774,3140,2294,3409,2300,Yes,UCSB-IZC00038690,UCSB-IZC00038690_had_lbs.jpg,17-Nov-2022 23:30:19,17-Nov-2022 23:30:38,,,1.1,
82424828,451543450,zairaaa,2324,822,2768,820,2996,2204,3266,2167,Yes,UCSB-IZC00038890,UCSB-IZC00038890_had_lbs.jpg,17-Nov-2022 23:30:38,17-Nov-2022 23:30:54,,,1.1,
82424919,451543501,zairaaa,2031,218,2545,216,3227,1677,3229,1473,Yes,UCSB-IZC00042638,UCSB-IZC00042638_had_lbs.jpg,17-Nov-2022 23:30:54,17-Nov-2022 23:31:16,,,1.1,
82424781,451543571,zairaaa,1683,789,2121,791,2500,1811,2851,1808,Yes,UCSB-IZC00034108,UCSB-IZC00034108_had_lbs.jpg,17-Nov-2022 23:31:16,17-Nov-2022 23:31:40,,,1.1,
82424754,451543648,zairaaa,2320,898,2763,896,2930,1867,3209,1846,Yes,UCSB-IZC00026242,UCSB-IZC00026242_had_lbs.jpg,17-Nov-2022 23:31:40,17-Nov-2022 23:32:03,,,1.1,
82424935,451543711,zairaaa,2105,745,2546,741,2993,1702,3279,1704,Yes,UCSB-IZC00042827,UCSB-IZC00042827_had_lbs.jpg,17-Nov-2022 23:32:03,17-Nov-2022 23:32:24,,,1.1,
82424839,451543777,zairaaa,2141,802,2581,799,2765,2191,3028,2144,Yes,UCSB-IZC00038914,UCSB-IZC00038914_had_lbs.jpg,17-Nov-2022 23:32:24,17-Nov-2022 23:32:43,,,1.1,
82424914,451543849,zairaaa,1879,713,2324,713,2952,1651,3222,1704,Yes,UCSB-IZC00042593,UCSB-IZC00042593_had_lbs.jpg,17-Nov-2022 23:32:43,17-Nov-2022 23:33:02,,,1.1,
82424959,451544129,zairaaa,2052,741,2456,741,2852,1495,3093,1478,Yes,UCSB-IZC00044235,UCSB-IZC00044235_had_lbs.jpg,17-Nov-2022 23:33:02,17-Nov-2022 23:34:26,,,1.1,
82424799,451544649,zairaaa,2103,204,2702,195,3125,1372,3313,1387,Yes,UCSB-IZC00036121,UCSB-IZC00036121_had_lbs.jpg,17-Nov-2022 23:34:26,17-Nov-2022 23:37:01,,,1.1,
82424827,451544704,zairaaa,2141,793,2584,791,2445,1997,2716,1988,Yes,UCSB-IZC00038887,UCSB-IZC00038887_had_lbs.jpg,17-Nov-2022 23:37:01,17-Nov-2022 23:37:20,,,1.1,
82424814,451544760,zairaaa,1644,775,2088,778,2481,1928,2761,1941,Yes,UCSB-IZC00038663,UCSB-IZC00038663_had_lbs.jpg,17-Nov-2022 23:37:20,17-Nov-2022 23:37:40,,,1.1,
82424761,451544837,zairaaa,1962,239,2525,236,3523,1695,3521,1511,Yes,UCSB-IZC00030260,UCSB-IZC00030260_had_lbs.jpg,17-Nov-2022 23:37:40,17-Nov-2022 23:38:10,,,1.1,
82424779,451544901,zairaaa,2021,815,2461,818,2820,1904,3278,1893,Yes,UCSB-IZC00033161,UCSB-IZC00033161_had_lbs.jpg,17-Nov-2022 23:38:10,17-Nov-2022 23:38:32,,,1.1,
82424774,451544965,zairaaa,1712,809,2152,807,2369,2106,2876,2068,Yes,UCSB-IZC00033139,UCSB-IZC00033139_had_lbs.jpg,17-Nov-2022 23:38:32,17-Nov-2022 23:38:56,,,1.1,
82424916,451545847,JohnBLPNETS,2133,816,2578,817,2849,2309,3145,2311,No,UCSB-IZC00042597,UCSB-IZC00042597_had_lbs.jpg,17-Nov-2022 23:35:13,17-Nov-2022 23:43:27,,,1.1,
82424827,451546198,JohnBLPNETS,2587,775,2141,772,2438,1997,2718,1998,Yes,UCSB-IZC00038887,UCSB-IZC00038887_had_lbs.jpg,17-Nov-2022 23:43:27,17-Nov-2022 23:45:20,,,1.1,
82424938,451546396,zairaaa,2073,639,2522,636,2526,2133,2813,2130,Yes,UCSB-IZC00042831,UCSB-IZC00042831_had_lbs.jpg,17-Nov-2022 23:46:07,17-Nov-2022 23:46:31,,,1.1,
82424895,451546480,zairaaa,2094,906,2536,904,2578,1964,2856,1964,Yes,UCSB-IZC00042434,UCSB-IZC00042434_had_lbs.jpg,17-Nov-2022 23:46:31,17-Nov-2022 23:47:00,,,1.1,
82424885,451546546,zairaaa,2108,426,2552,428,3178,1612,3447,1618,Yes,UCSB-IZC00042090,UCSB-IZC00042090_had_lbs.jpg,17-Nov-2022 23:47:00,17-Nov-2022 23:47:25,,,1.1,
82424772,451546617,zairaaa,1720,868,2157,868,2243,1613,2578,1566,Yes,UCSB-IZC00033123,UCSB-IZC00033123_had_lbs.jpg,17-Nov-2022 23:47:25,17-Nov-2022 23:47:48,,,1.1,
82424784,451546665,zairaaa,1480,465,1922,462,1950,1328,2243,1320,Yes,UCSB-IZC00034475,UCSB-IZC00034475_had_lbs.jpg,17-Nov-2022 23:47:48,17-Nov-2022 23:48:07,,,1.1,
82424906,451546700,JohnBLPNETS,2273,622,2716,622,3138,2133,3393,2091,Yes,UCSB-IZC00042570,UCSB-IZC00042570_had_lbs.jpg,17-Nov-2022 23:45:20,17-Nov-2022 23:48:15,,,1.1,
82424780,451546726,zairaaa,1624,848,2064,846,2325,1751,2595,1751,Yes,UCSB-IZC00033369,UCSB-IZC00033369_had_lbs.jpg,17-Nov-2022 23:48:07,17-Nov-2022 23:48:27,,,1.1,
82424845,451546838,zairaaa,2121,720,2529,718,2655,1612,2887,1608,Yes,UCSB-IZC00038934,UCSB-IZC00038934_had_lbs.jpg,17-Nov-2022 23:48:27,17-Nov-2022 23:49:08,,,1.1,
82424906,451546897,zairaaa,2273,638,2722,631,3134,2142,3392,2100,No,UCSB-IZC00042570,UCSB-IZC00042570_had_lbs.jpg,17-Nov-2022 23:49:08,17-Nov-2022 23:49:32,,,1.1,
82424809,451546996,zairaaa,1645,772,2091,767,2157,3169,2441,3085,No,UCSB-IZC00038654,UCSB-IZC00038654_had_lbs.jpg,17-Nov-2022 23:49:32,17-Nov-2022 23:50:03,,,1.1,
82424855,451547062,zairaaa,1626,805,2060,805,2173,1667,2465,1706,Yes,UCSB-IZC00040436,UCSB-IZC00040436_had_lbs.jpg,17-Nov-2022 23:50:04,17-Nov-2022 23:50:26,,,1.1,
82424741,451547136,zairaaa,1721,853,2158,855,2352,1916,2776,1908,Yes,UCSB-IZC00010290,UCSB-IZC00010290_had_lbs.jpg,17-Nov-2022 23:50:26,17-Nov-2022 23:50:45,,,1.1,
82424848,451547213,JohnBLPNETS,2048,234,2607,231,3154,2403,3164,2150,Yes,UCSB-IZC00039721,UCSB-IZC00039721_had_lbs.jpg,17-Nov-2022 23:48:15,17-Nov-2022 23:51:09,,,1.1,
82424848,451547223,zairaaa,2048,241,2606,235,3163,2399,3172,2163,Yes,UCSB-IZC00039721,UCSB-IZC00039721_had_lbs.jpg,17-Nov-2022 23:50:45,17-Nov-2022 23:51:14,,,1.1,
82424930,451547300,zairaaa,2170,686,2612,681,3095,1415,3390,1376,Yes,UCSB-IZC00042813,UCSB-IZC00042813_had_lbs.jpg,17-Nov-2022 23:51:14,17-Nov-2022 23:51:38,,,1.1,
82424777,451547375,zairaaa,1677,903,2119,900,2564,2153,3113,2170,Yes,UCSB-IZC00033151,UCSB-IZC00033151_had_lbs.jpg,17-Nov-2022 23:51:38,17-Nov-2022 23:51:58,,,1.1,
82424767,451547446,zairaaa,1949,862,2391,848,2763,1970,3161,1935,Yes,UCSB-IZC00033069,UCSB-IZC00033069_had_lbs.jpg,17-Nov-2022 23:51:58,17-Nov-2022 23:52:17,,,1.1,
82424766,451547544,zairaaa,1715,811,2152,809,2159,1732,2501,1730,Yes,UCSB-IZC00033063,UCSB-IZC00033063_had_lbs.jpg,17-Nov-2022 23:52:17,17-Nov-2022 23:52:41,,,1.1,
82424757,451547629,zairaaa,1926,230,2490,233,3183,1937,3178,1701,Yes,UCSB-IZC00030030,UCSB-IZC00030030_had_lbs.jpg,17-Nov-2022 23:52:41,17-Nov-2022 23:53:05,,,1.1,
82424744,451547675,zairaaa,1682,840,2080,837,2310,2182,2571,2164,Yes,UCSB-IZC00010311,UCSB-IZC00010311_had_lbs.jpg,17-Nov-2022 23:53:05,17-Nov-2022 23:53:26,,,1.1,
82424861,451547719,zairaaa,2054,874,2494,868,2764,1745,3049,1741,Yes,UCSB-IZC00041656,UCSB-IZC00041656_had_lbs.jpg,17-Nov-2022 23:53:26,17-Nov-2022 23:53:44,,,1.1,
82424740,451547821,zairaaa,1757,737,2150,737,2404,2149,2681,2112,Yes,UCSB-IZC00010281,UCSB-IZC00010281_had_lbs.jpg,17-Nov-2022 23:53:44,17-Nov-2022 23:54:20,,,1.1,
82424847,451547869,zairaaa,2128,748,2533,746,2824,1909,3064,1914,Yes,UCSB-IZC00038937,UCSB-IZC00038937_had_lbs.jpg,17-Nov-2022 23:54:20,17-Nov-2022 23:54:40,,,1.1,
82424805,451547996,zairaaa,1997,258,2552,261,3270,1913,3244,1694,Yes,UCSB-IZC00036709,UCSB-IZC00036709_had_lbs.jpg,17-Nov-2022 23:54:40,17-Nov-2022 23:55:27,,,1.1,
82424785,451548057,zairaaa,1750,545,2192,545,2461,1941,2737,1965,No,UCSB-IZC00035189,UCSB-IZC00035189_had_lbs.jpg,17-Nov-2022 23:55:27,17-Nov-2022 23:55:47,,,1.1,
