subject_id,classification_id,user_name,T2_1 Set scale (0.5 cm): x1,T2_1 Set scale (0.5 cm): x2,T2_1 Set scale (0.5 cm): y1,T2_1 Set scale (0.5 cm): y2,T2_1 Tegula length: x1,T2_1 Tegula length: x2,T2_1 Tegula length: y1,T2_1 Tegula length: y2,T3_1 Were you able to measure the bee?,catalogNumber,originalFileName,started_at,finished_at,gold_standard,expert,workflow_version
82155944,452669195,dqvillar,2046,2478,659,665,2722,3042,1615,1579,Yes,LACM ENT 602554,LACM ENT 602554_had_lbs.jpg,23-Nov-2022 20:54:32,23-Nov-2022 20:56:33,,,1.1
82152918,452669271,dqvillar,1560,2008,875,872,2079,2448,2202,2243,Yes,LACM ENT 601960,LACM ENT 601960_had_lbs-2.jpg,23-Nov-2022 20:56:33,23-Nov-2022 20:57:08,,,1.1
82154040,452669351,dqvillar,1731,2162,859,856,2586,2756,1758,1753,Yes,LACM ENT 602045,LACM ENT 602045_had_lbs.jpg,23-Nov-2022 20:57:08,23-Nov-2022 20:57:39,,,1.1
82153818,452669476,dqvillar,1278,1706,809,808,2023,2194,1797,1800,Yes,LACM ENT 602028,LACM ENT 602028_had_lbs-2.jpg,23-Nov-2022 20:57:39,23-Nov-2022 20:58:29,,,1.1
82156356,452669589,dqvillar,1929,2339,843,845,2455,2827,1730,1714,Yes,LACM ENT 602629,LACM ENT 602629_had_lbs.jpg,23-Nov-2022 20:58:29,23-Nov-2022 20:59:05,,,1.1
82157135,452669671,dqvillar,1640,2077,877,871,2282,2532,2068,2078,Yes,LACM_ENTB_5981,LACM_ENTB_5981_had_lbs.jpg,23-Nov-2022 20:59:05,23-Nov-2022 20:59:38,,,1.1
82154499,452669870,dqvillar,1958,2413,828,829,3013,3206,1685,1687,Yes,LACM ENT 602095,LACM ENT 602095_had_lbs-2.jpg,23-Nov-2022 20:59:38,23-Nov-2022 21:00:41,,,1.1
82157309,452669994,dqvillar,1767,2213,882,882,2479,2724,2046,2017,Yes,LACM_ENTB_5994,LACM_ENTB_5994_had_lbs.jpg,23-Nov-2022 21:00:41,23-Nov-2022 21:01:14,,,1.1
82151418,452670237,dqvillar,2308,2748,937,932,3217,3005,1714,1723,Yes,LACM ENT 601717,LACM ENT 601717_had_lbs.jpg,23-Nov-2022 21:01:14,23-Nov-2022 21:02:15,,,1.1
82154104,452670370,dqvillar,1817,2265,821,812,2581,2761,2034,2018,Yes,LACM ENT 602054,LACM ENT 602054_had_lbs-2.jpg,23-Nov-2022 21:02:15,23-Nov-2022 21:02:51,,,1.1
82156292,452670497,dqvillar,1793,2243,883,877,2776,2540,2110,2087,Yes,LACM ENT 602623,LACM ENT 602623_had_lbs.jpg,23-Nov-2022 21:02:51,23-Nov-2022 21:03:32,,,1.1
82151767,452670565,dqvillar,1748,2184,901,899,2256,2547,1863,1857,Yes,LACM ENT 601874,LACM ENT 601874_had_lbs.jpg,23-Nov-2022 21:03:32,23-Nov-2022 21:04:08,,,1.1
82150979,452670709,dqvillar,2267,2708,875,872,3115,3420,2050,2050,Yes,LACM ENT 601500,LACM ENT 601500_had_lbs.jpg,23-Nov-2022 21:04:08,23-Nov-2022 21:04:59,,,1.1
82155238,452670824,dqvillar,1183,1594,702,702,1880,1690,1688,1700,No,LACM ENT 602257,LACM ENT 602257_had_lbs-2.jpg,23-Nov-2022 21:04:59,23-Nov-2022 21:05:36,,,1.1
82155368,452671082,dqvillar,1976,2426,828,829,2811,3011,1841,1829,Yes,LACM ENT 602285,LACM ENT 602285_had_lbs-2.jpg,23-Nov-2022 21:05:36,23-Nov-2022 21:07:02,,,1.1
82154984,452671190,dqvillar,1598,2038,869,865,2230,2416,1856,1852,Yes,LACM ENT 602186,LACM ENT 602186_had_lbs.jpg,23-Nov-2022 21:07:02,23-Nov-2022 21:07:46,,,1.1
82154456,452671275,dqvillar,1365,1813,746,740,2025,2234,1962,1947,Yes,LACM ENT 602091,LACM ENT 602091_had_lbs.jpg,23-Nov-2022 21:07:47,23-Nov-2022 21:08:20,,,1.1
82154527,452671482,dqvillar,3959,4407,807,819,4699,4816,1701,1865,Yes,LACM ENT 602096,LACM ENT 602096_had_lbs.jpg,23-Nov-2022 21:08:20,23-Nov-2022 21:09:24,,,1.1
82152974,452671608,dqvillar,1360,1766,741,731,1917,2103,1557,1559,Yes,LACM ENT 601963,LACM ENT 601963_had_lbs-2.jpg,23-Nov-2022 21:09:24,23-Nov-2022 21:10:04,,,1.1
82154921,452671725,dqvillar,1801,2247,879,875,2561,2899,2275,2276,Yes,LACM ENT 602156,LACM ENT 602156_had_lbs.jpg,23-Nov-2022 21:10:04,23-Nov-2022 21:10:43,,,1.1
82154087,452671814,dqvillar,1284,1733,1146,1144,2004,2190,2208,2202,Yes,LACM ENT 602050,LACM ENT 602050_had_lbs.jpg,23-Nov-2022 21:10:43,23-Nov-2022 21:11:19,,,1.1
82153376,452671918,dqvillar,1996,2454,833,829,2768,2950,1771,1768,Yes,LACM ENT 601994,LACM ENT 601994_had_lbs-2.jpg,23-Nov-2022 21:11:19,23-Nov-2022 21:12:00,,,1.1
82153828,452671999,dqvillar,1278,1710,808,805,2018,2194,1806,1801,Yes,LACM ENT 602028,LACM ENT 602028_had_lbs.jpg,23-Nov-2022 21:12:00,23-Nov-2022 21:12:32,,,1.1
82157164,452672114,dqvillar,1706,2148,944,942,2513,2745,2375,2357,Yes,LACM_ENTB_5983,LACM_ENTB_5983_had_lbs.jpg,23-Nov-2022 21:12:32,23-Nov-2022 21:13:21,,,1.1
82155068,452672248,dqvillar,1404,1861,530,533,2204,2419,1522,1519,Yes,LACM ENT 602217,LACM ENT 602217_had_lbs.jpg,23-Nov-2022 21:13:21,23-Nov-2022 21:14:13,,,1.1
82155069,452672371,dqvillar,1905,2357,888,890,2919,2557,2112,2120,Yes,LACM ENT 602220,LACM ENT 602220_had_lbs.jpg,23-Nov-2022 21:14:13,23-Nov-2022 21:14:54,,,1.1
82151922,452672509,dqvillar,1923,2372,875,876,2746,3035,2081,2086,Yes,LACM ENT 601895,LACM ENT 601895_had_lbs-2.jpg,23-Nov-2022 21:14:54,23-Nov-2022 21:15:42,,,1.1
82151756,452672663,dqvillar,1817,2265,775,772,2665,2903,2210,2200,Yes,LACM ENT 601872,LACM ENT 601872_had_lbs.jpg,23-Nov-2022 21:15:42,23-Nov-2022 21:16:38,,,1.1
82151581,452672782,dqvillar,1889,2330,818,814,2939,3587,2190,2094,Yes,LACM ENT 601787,LACM ENT 601787_had_lbs.jpg,23-Nov-2022 21:16:38,23-Nov-2022 21:17:13,,,1.1
82151350,452672891,dqvillar,1908,2346,823,821,2356,2972,1806,1741,Yes,LACM ENT 601688,LACM ENT 601688_had_lbs.jpg,23-Nov-2022 21:17:13,23-Nov-2022 21:17:50,,,1.1
82151887,452673014,dqvillar,1702,2150,834,829,2365,2561,2045,2040,Yes,LACM ENT 601891,LACM ENT 601891_had_lbs.jpg,23-Nov-2022 21:17:50,23-Nov-2022 21:18:37,,,1.1
82157291,452673120,dqvillar,1512,1947,826,824,2366,2645,1909,1888,Yes,LACM_ENTB_5993,LACM_ENTB_5993_had_lbs.jpg,23-Nov-2022 21:18:37,23-Nov-2022 21:19:15,,,1.1
82154557,452673260,dqvillar,1875,2312,945,947,2779,3016,1989,1988,Yes,LACM ENT 602097,LACM ENT 602097_had_lbs.jpg,23-Nov-2022 21:19:15,23-Nov-2022 21:20:01,,,1.1
82154289,452673383,dqvillar,1909,2347,895,891,2611,3007,2161,2154,Yes,LACM ENT 602078,LACM ENT 602078_had_lbs.jpg,23-Nov-2022 21:20:01,23-Nov-2022 21:20:44,,,1.1
82155228,452673593,dqvillar,1891,2336,921,922,2535,2889,2116,2113,Yes,LACM ENT 602255,LACM ENT 602255_had_lbs.jpg,23-Nov-2022 21:20:44,23-Nov-2022 21:22:02,,,1.1
82155967,452673687,dqvillar,1450,1884,1005,1006,2168,2392,1715,1705,Yes,LACM ENT 602558,LACM ENT 602558_had_lbs.jpg,23-Nov-2022 21:22:02,23-Nov-2022 21:22:37,,,1.1
82156223,452673781,dqvillar,1457,1886,873,871,2121,2801,2003,1998,Yes,LACM ENT 602609,LACM ENT 602609_had_lbs.jpg,23-Nov-2022 21:22:37,23-Nov-2022 21:23:11,,,1.1
82151441,452673895,dqvillar,2184,2619,743,740,2910,3155,1602,1597,Yes,LACM ENT 601725,LACM ENT 601725_had_lbs.jpg,23-Nov-2022 21:23:11,23-Nov-2022 21:23:45,,,1.1
82153622,452674044,dqvillar,2637,3071,703,704,3252,3490,1568,1579,Yes,LACM ENT 602012,LACM ENT 602012_had_lbs-2.jpg,23-Nov-2022 21:23:45,23-Nov-2022 21:24:27,,,1.1
82156443,452674199,dqvillar,1893,2343,844,848,2737,3087,2102,2089,Yes,LACM ENT 602653,LACM ENT 602653_had_lbs.jpg,23-Nov-2022 21:24:27,23-Nov-2022 21:25:14,,,1.1
82151091,452674264,dqvillar,1947,2353,829,832,2617,2968,1770,1763,Yes,LACM ENT 601507,LACM ENT 601507_had_lbs.jpg,23-Nov-2022 21:25:14,23-Nov-2022 21:25:49,,,1.1
82150956,452674452,dqvillar,1951,2354,868,866,2456,2800,1857,1878,Yes,LACM ENT 601499,LACM ENT 601499_had_lbs.jpg,23-Nov-2022 21:25:49,23-Nov-2022 21:27:00,,,1.1
82152213,452674540,dqvillar,4146,4596,785,790,5111,5071,1709,1940,Yes,LACM ENT 601914,LACM ENT 601914_had_lbs.jpg,23-Nov-2022 21:27:00,23-Nov-2022 21:27:34,,,1.1
82155165,452674642,dqvillar,1570,1981,790,790,2188,2385,1619,1621,Yes,LACM ENT 602246,LACM ENT 602246_had_lbs-2.jpg,23-Nov-2022 21:27:34,23-Nov-2022 21:28:09,,,1.1
82157474,452674798,dqvillar,1819,2264,829,821,2773,2523,1982,1962,Yes,LACM_ENTB_6009,LACM_ENTB_6009_had_lbs.jpg,23-Nov-2022 21:28:09,23-Nov-2022 21:28:59,,,1.1
82155132,452674918,dqvillar,1479,1918,897,895,2162,2362,1798,1795,Yes,LACM ENT 602238,LACM ENT 602238_had_lbs.jpg,23-Nov-2022 21:28:59,23-Nov-2022 21:29:38,,,1.1
82154876,452675051,dqvillar,1411,1815,768,764,2118,2322,1704,1718,Yes,LACM ENT 602139,LACM ENT 602139_had_lbs.jpg,23-Nov-2022 21:29:39,23-Nov-2022 21:30:18,,,1.1
82152506,452675158,dqvillar,1442,1892,888,883,2547,2339,2121,2155,Yes,LACM ENT 601932,LACM ENT 601932_had_lbs-2.jpg,23-Nov-2022 21:30:18,23-Nov-2022 21:30:52,,,1.1
82155508,452675287,dqvillar,1863,2299,801,802,2794,2629,1787,1776,Yes,LACM ENT 602313,LACM ENT 602313_had_lbs.jpg,23-Nov-2022 21:30:52,23-Nov-2022 21:31:29,,,1.1
82155976,452675401,dqvillar,1687,2129,869,863,2816,2200,1739,1726,Yes,LACM ENT 602559,LACM ENT 602559_had_lbs.jpg,23-Nov-2022 21:31:29,23-Nov-2022 21:32:07,,,1.1
82154489,452675488,dqvillar,2140,2590,753,748,2834,3072,1773,1763,Yes,LACM ENT 602093,LACM ENT 602093_had_lbs.jpg,23-Nov-2022 21:32:07,23-Nov-2022 21:32:37,,,1.1
82153415,452675620,dqvillar,2191,2637,788,787,3189,2948,1846,1848,Yes,LACM ENT 601999,LACM ENT 601999_had_lbs.jpg,23-Nov-2022 21:32:37,23-Nov-2022 21:33:22,,,1.1
82155123,452675715,dqvillar,1524,1923,788,782,2160,2347,1689,1691,Yes,LACM ENT 602235,LACM ENT 602235_had_lbs.jpg,23-Nov-2022 21:33:22,23-Nov-2022 21:33:53,,,1.1
82156909,452675806,dqvillar,1598,2042,869,873,2309,2552,1951,1957,Yes,LACM_ENTB_5962,LACM_ENTB_5962_had_lbs.jpg,23-Nov-2022 21:33:53,23-Nov-2022 21:34:22,,,1.1
82155085,452676038,dqvillar,1930,2382,915,910,2448,2793,2130,2163,Yes,LACM ENT 602223,LACM ENT 602223_had_lbs.jpg,23-Nov-2022 21:34:22,23-Nov-2022 21:35:36,,,1.1
82152728,452676154,dqvillar,1978,2425,830,829,2826,3041,1784,1775,Yes,LACM ENT 601943,LACM ENT 601943_had_lbs-2.jpg,23-Nov-2022 21:35:36,23-Nov-2022 21:36:19,,,1.1
82151537,452676263,dqvillar,1859,2299,835,832,2359,3021,2040,2041,Yes,LACM ENT 601768,LACM ENT 601768_had_lbs.jpg,23-Nov-2022 21:36:19,23-Nov-2022 21:37:00,,,1.1
82152708,452676371,dqvillar,2114,2563,733,731,3062,3303,1682,1690,Yes,LACM ENT 601940,LACM ENT 601940_had_lbs.jpg,23-Nov-2022 21:37:00,23-Nov-2022 21:37:37,,,1.1
82151505,452676471,dqvillar,1738,2175,845,841,2111,2785,1756,1660,Yes,LACM ENT 601755,LACM ENT 601755_had_lbs.jpg,23-Nov-2022 21:37:37,23-Nov-2022 21:38:09,,,1.1
82153656,452676598,dqvillar,2758,3209,862,862,3335,3596,1869,1900,Yes,LACM ENT 602014,LACM ENT 602014_had_lbs.jpg,23-Nov-2022 21:38:09,23-Nov-2022 21:38:42,,,1.1
82154823,452676705,dqvillar,1270,1698,816,813,1969,2151,1704,1709,Yes,LACM ENT 602134,LACM ENT 602134_had_lbs.jpg,23-Nov-2022 21:38:42,23-Nov-2022 21:39:11,,,1.1
82155757,452676908,not-logged-in-9cceadbc545b62604a4d,1924,2377,933,935,2739,2426,2210,2205,Yes,LACM ENT 602401,LACM ENT 602401_had_lbs.jpg,23-Nov-2022 21:37:27,23-Nov-2022 21:39:58,,,1.1
82153878,452676930,dqvillar,1345,1749,705,700,2206,2013,1587,1582,Yes,LACM ENT 602036,LACM ENT 602036_had_lbs.jpg,23-Nov-2022 21:39:11,23-Nov-2022 21:40:00,,,1.1
82151515,452677025,dqvillar,1573,2008,916,915,2320,2558,1739,1739,Yes,LACM ENT 601760,LACM ENT 601760_had_lbs.jpg,23-Nov-2022 21:40:00,23-Nov-2022 21:40:30,,,1.1
82154721,452677090,dqvillar,1726,2131,779,772,2290,2493,1630,1632,Yes,LACM ENT 602121,LACM ENT 602121_had_lbs-2.jpg,23-Nov-2022 21:40:30,23-Nov-2022 21:41:03,,,1.1
82154377,452677093,not-logged-in-9cceadbc545b62604a4d,2463,2062,714,714,2785,2640,1522,1506,Yes,LACM ENT 602084,LACM ENT 602084_had_lbs.jpg,23-Nov-2022 21:39:58,23-Nov-2022 21:41:07,,,1.1
82154902,452677211,not-logged-in-9cceadbc545b62604a4d,2466,2050,728,733,2834,2699,1696,1699,Yes,LACM ENT 602150,LACM ENT 602150_had_lbs.jpg,23-Nov-2022 21:41:07,23-Nov-2022 21:41:57,,,1.1
82151483,452677218,dqvillar,1936,2371,818,816,2673,2908,1609,1608,Yes,LACM ENT 601749,LACM ENT 601749_had_lbs.jpg,23-Nov-2022 21:41:03,23-Nov-2022 21:41:57,,,1.1
82156611,452677370,not-logged-in-9cceadbc545b62604a4d,1743,2182,890,897,2417,2709,2010,2024,Yes,LACM ENT 602684,LACM ENT 602684_had_lbs.jpg,23-Nov-2022 21:41:57,23-Nov-2022 21:42:57,,,1.1
82156031,452677546,dqvillar,1776,2219,886,889,2120,2374,2063,2078,Yes,LACM ENT 602569,LACM ENT 602569_had_lbs.jpg,23-Nov-2022 21:41:57,23-Nov-2022 21:43:41,,,1.1
82155361,452677628,not-logged-in-9cceadbc545b62604a4d,2050,1603,848,843,2224,2404,1696,1694,Yes,LACM ENT 602284,LACM ENT 602284_had_lbs.jpg,23-Nov-2022 21:42:57,23-Nov-2022 21:44:06,,,1.1
82152005,452677679,dqvillar,2022,2468,897,897,2697,2930,2090,2096,Yes,LACM ENT 601900,LACM ENT 601900_had_lbs.jpg,23-Nov-2022 21:43:42,23-Nov-2022 21:44:17,,,1.1
82155076,452677821,not-logged-in-9cceadbc545b62604a4d,1594,2050,847,847,2257,2419,1888,1892,Yes,LACM ENT 602221,LACM ENT 602221_had_lbs.jpg,23-Nov-2022 21:44:06,23-Nov-2022 21:45:00,,,1.1
82152705,452678143,not-logged-in-858c7f6089820a1d9bca,2112,2558,688,690,3089,3271,1690,1702,Yes,LACM ENT 601940,LACM ENT 601940_had_lbs-2.jpg,23-Nov-2022 21:45:00,23-Nov-2022 21:46:35,,,1.1
82154123,452678277,not-logged-in-858c7f6089820a1d9bca,2304,1861,829,829,2656,2832,1687,1686,Yes,LACM ENT 602056,LACM ENT 602056_had_lbs.jpg,23-Nov-2022 21:46:35,23-Nov-2022 21:47:29,,,1.1
82156696,452678433,not-logged-in-858c7f6089820a1d9bca,1527,1971,892,899,2509,2199,1835,1841,Yes,LACM ENT 602699,LACM ENT 602699_had_lbs.jpg,23-Nov-2022 21:47:29,23-Nov-2022 21:48:30,,,1.1
82156411,452678569,not-logged-in-858c7f6089820a1d9bca,2449,2032,837,843,2603,2905,1923,1932,Yes,LACM ENT 602645,LACM ENT 602645_had_lbs.jpg,23-Nov-2022 21:48:32,23-Nov-2022 21:49:25,,,1.1
82152239,452678742,not-logged-in-858c7f6089820a1d9bca,1825,2274,913,916,2884,2606,2185,2196,Yes,LACM ENT 601915,LACM ENT 601915_had_lbs.jpg,23-Nov-2022 21:49:25,23-Nov-2022 21:50:36,,,1.1
82156670,452678840,not-logged-in-858c7f6089820a1d9bca,2251,1836,762,766,2138,2450,1892,1890,Yes,LACM ENT 602690,LACM ENT 602690_had_lbs.jpg,23-Nov-2022 21:50:37,23-Nov-2022 21:51:25,,,1.1
82155196,452678845,dqvillar,1934,2372,821,819,2580,2764,1752,1761,Yes,LACM ENT 602249,LACM ENT 602249_had_lbs.jpg,23-Nov-2022 21:44:17,23-Nov-2022 21:51:23,,,1.1
82155019,452678961,dqvillar,1573,1979,794,799,2371,2550,1644,1642,Yes,LACM ENT 602200,LACM ENT 602200_had_lbs.jpg,23-Nov-2022 21:51:23,23-Nov-2022 21:52:01,,,1.1
82155004,452679071,dqvillar,1511,1951,862,864,2240,2432,1751,1747,Yes,LACM ENT 602190,LACM ENT 602190_had_lbs.jpg,23-Nov-2022 21:52:01,23-Nov-2022 21:52:36,,,1.1
82152315,452679242,not-logged-in-370512bf370b950fded8,2266,1827,807,807,2853,2641,1670,1681,Yes,LACM ENT 601919,LACM ENT 601919_had_lbs-2.jpg,23-Nov-2022 21:51:25,23-Nov-2022 21:53:33,,,1.1
82155193,452679288,dqvillar,1755,2186,839,827,2528,2713,1770,1775,Yes,LACM ENT 602248,LACM ENT 602248_had_lbs.jpg,23-Nov-2022 21:52:36,23-Nov-2022 21:53:41,,,1.1
82153415,452679357,not-logged-in-370512bf370b950fded8,2181,2641,735,744,2961,3159,1850,1859,No,LACM ENT 601999,LACM ENT 601999_had_lbs.jpg,23-Nov-2022 21:53:33,23-Nov-2022 21:54:16,,,1.1
82153957,452679490,not-logged-in-370512bf370b950fded8,1403,1815,726,726,2234,2394,1604,1605,Yes,LACM ENT 602041,LACM ENT 602041_had_lbs-2.jpg,23-Nov-2022 21:54:16,23-Nov-2022 21:55:23,,,1.1
82154391,452679607,not-logged-in-370512bf370b950fded8,1422,1864,904,903,2378,2237,1942,1937,Yes,LACM ENT 602085,LACM ENT 602085_had_lbs-2.jpg,23-Nov-2022 21:55:23,23-Nov-2022 21:56:13,,,1.1
82152355,452679749,not-logged-in-370512bf370b950fded8,1502,1961,834,836,2357,2544,1797,1797,No,LACM ENT 601922,LACM ENT 601922_had_lbs-2.jpg,23-Nov-2022 21:56:13,23-Nov-2022 21:57:18,,,1.1
82152747,452679848,not-logged-in-370512bf370b950fded8,1954,1501,820,824,2375,2179,1850,1857,Yes,LACM ENT 601945,LACM ENT 601945_had_lbs-2.jpg,23-Nov-2022 21:57:18,23-Nov-2022 21:58:09,,,1.1
82153538,452679991,not-logged-in-370512bf370b950fded8,1826,2273,772,770,2794,2620,1831,1834,Yes,LACM ENT 602008,LACM ENT 602008_had_lbs-2.jpg,23-Nov-2022 21:58:10,23-Nov-2022 21:59:10,,,1.1
82157127,452680122,not-logged-in-370512bf370b950fded8,2079,1636,842,844,2342,2561,2032,2035,No,LACM_ENTB_5980,LACM_ENTB_5980_had_lbs.jpg,23-Nov-2022 21:59:10,23-Nov-2022 22:00:00,,,1.1
82155531,452680287,dqvillar,1206,1612,750,746,1856,2039,1568,1576,Yes,LACM ENT 602320,LACM ENT 602320_had_lbs.jpg,23-Nov-2022 21:53:41,23-Nov-2022 22:00:56,,,1.1
82155302,452681292,not-logged-in-a29e6c6cf65e1d51b9a8,2669,2220,714,720,3035,3215,1713,1712,Yes,LACM ENT 602272,LACM ENT 602272_had_lbs.jpg,23-Nov-2022 22:00:00,23-Nov-2022 22:06:07,,,1.1
82152403,452681517,not-logged-in-a29e6c6cf65e1d51b9a8,1958,1503,833,839,2384,2204,1981,1986,Yes,LACM ENT 601928,LACM ENT 601928_had_lbs-2.jpg,23-Nov-2022 22:06:07,23-Nov-2022 22:07:11,,,1.1
82151574,452681777,not-logged-in-a29e6c6cf65e1d51b9a8,2147,1705,837,842,2188,2758,1975,1972,No,LACM ENT 601781,LACM ENT 601781_had_lbs.jpg,23-Nov-2022 22:07:11,23-Nov-2022 22:08:17,,,1.1
82155101,452681941,not-logged-in-a29e6c6cf65e1d51b9a8,1817,2263,775,772,2624,2798,1824,1825,Yes,LACM ENT 602231,LACM ENT 602231_had_lbs-2.jpg,23-Nov-2022 22:08:17,23-Nov-2022 22:09:08,,,1.1
82156365,452682183,not-logged-in-a29e6c6cf65e1d51b9a8,1948,2367,802,800,2575,2263,1600,1602,Yes,LACM ENT 602631,LACM ENT 602631_had_lbs.jpg,23-Nov-2022 22:09:08,23-Nov-2022 22:10:14,,,1.1
82151376,452682446,not-logged-in-a29e6c6cf65e1d51b9a8,2217,1772,804,806,2658,2456,2089,2092,Yes,LACM ENT 601701,LACM ENT 601701_had_lbs.jpg,23-Nov-2022 22:10:14,23-Nov-2022 22:11:28,,,1.1
82151313,452682607,not-logged-in-a29e6c6cf65e1d51b9a8,2174,1727,817,820,2488,2686,2026,2036,Yes,LACM ENT 601659,LACM ENT 601659_had_lbs.jpg,23-Nov-2022 22:11:28,23-Nov-2022 22:12:25,,,1.1
82153015,452682807,not-logged-in-a29e6c6cf65e1d51b9a8,3842,3394,917,915,4198,4374,2054,2011,Yes,LACM ENT 601967,LACM ENT 601967_had_lbs.jpg,23-Nov-2022 22:12:25,23-Nov-2022 22:13:34,,,1.1
82154978,452683018,not-logged-in-a29e6c6cf65e1d51b9a8,2049,1595,837,837,2401,2247,1840,1841,Yes,LACM ENT 602186,LACM ENT 602186_had_lbs-2.jpg,23-Nov-2022 22:13:34,23-Nov-2022 22:14:49,,,1.1
82153074,452683223,not-logged-in-6bef562e652ab21c9208,2425,1983,788,790,2863,3014,1800,1801,Yes,LACM ENT 601972,LACM ENT 601972_had_lbs-2.jpg,23-Nov-2022 22:14:49,23-Nov-2022 22:16:07,,,1.1
82154007,452683359,not-logged-in-6bef562e652ab21c9208,2069,1628,821,832,2787,2634,1752,1755,Yes,LACM ENT 602043,LACM ENT 602043_had_lbs-2.jpg,23-Nov-2022 22:16:07,23-Nov-2022 22:17:00,,,1.1
82151430,452683494,not-logged-in-6bef562e652ab21c9208,2151,1704,904,914,2601,2357,2157,2158,No,LACM ENT 601722,LACM ENT 601722_had_lbs.jpg,23-Nov-2022 22:17:00,23-Nov-2022 22:17:43,,,1.1
82156776,452683672,not-logged-in-6bef562e652ab21c9208,2312,1893,848,855,2396,2721,1819,1813,No,LACM ENT 602706,LACM ENT 602706_had_lbs.jpg,23-Nov-2022 22:17:43,23-Nov-2022 22:18:41,,,1.1
82154452,452683862,not-logged-in-6bef562e652ab21c9208,1668,1255,696,704,2189,2329,1503,1504,Yes,LACM ENT 602090,LACM ENT 602090_had_lbs.jpg,23-Nov-2022 22:18:41,23-Nov-2022 22:19:49,,,1.1
82154938,452684014,not-logged-in-6bef562e652ab21c9208,1908,1465,731,740,2384,2227,1762,1771,Yes,LACM ENT 602166,LACM ENT 602166_had_lbs-2.jpg,23-Nov-2022 22:19:49,23-Nov-2022 22:20:44,,,1.1
82153353,452684157,not-logged-in-6bef562e652ab21c9208,2444,2003,816,815,2960,2800,1884,1889,Yes,LACM ENT 601992,LACM ENT 601992_had_lbs.jpg,23-Nov-2022 22:20:44,23-Nov-2022 22:21:41,,,1.1
82154368,452684301,not-logged-in-6bef562e652ab21c9208,2184,1742,859,861,2719,2418,2169,2173,Yes,LACM ENT 602083,LACM ENT 602083_had_lbs.jpg,23-Nov-2022 22:21:41,23-Nov-2022 22:22:39,,,1.1
82151949,452684508,not-logged-in-50327b9ee689cddf6ba7,2249,1805,839,844,2518,2729,1969,1967,No,LACM ENT 601897,LACM ENT 601897_had_lbs.jpg,23-Nov-2022 22:22:39,23-Nov-2022 22:24:04,,,1.1
82157109,452684623,not-logged-in-50327b9ee689cddf6ba7,2251,1813,843,848,2734,2530,2203,2221,Yes,LACM_ENTB_5979,LACM_ENTB_5979_had_lbs.jpg,23-Nov-2022 22:24:05,23-Nov-2022 22:24:51,,,1.1
82155503,452684762,not-logged-in-50327b9ee689cddf6ba7,2448,2002,786,791,2819,2660,1740,1750,Yes,LACM ENT 602312,LACM ENT 602312_had_lbs-2.jpg,23-Nov-2022 22:24:51,23-Nov-2022 22:26:00,,,1.1
82155333,452684914,not-logged-in-50327b9ee689cddf6ba7,2539,2099,1086,1092,2948,2737,2033,2030,Yes,LACM ENT 602279,LACM ENT 602279_had_lbs.jpg,23-Nov-2022 22:26:00,23-Nov-2022 22:27:05,,,1.1
82155354,452685093,not-logged-in-50327b9ee689cddf6ba7,2051,1599,825,825,2399,2231,1709,1711,Yes,LACM ENT 602284,LACM ENT 602284_had_lbs-2.jpg,23-Nov-2022 22:27:05,23-Nov-2022 22:28:17,,,1.1
82155381,452685266,not-logged-in-70f2c2e712e5d5c86d6e,1922,2345,762,760,2675,2837,1990,1997,Yes,LACM ENT 602287,LACM ENT 602287_had_lbs.jpg,23-Nov-2022 22:28:17,23-Nov-2022 22:29:34,,,1.1
82155415,452685523,not-logged-in-59df0249d072f2acf78c,2183,1737,867,868,2489,2809,2108,2107,Yes,LACM ENT 602296,LACM ENT 602296_had_lbs-2.jpg,23-Nov-2022 22:29:34,23-Nov-2022 22:31:12,,,1.1
82151842,452685643,not-logged-in-59df0249d072f2acf78c,2039,1595,805,808,2176,2424,2013,2018,No,LACM ENT 601887,LACM ENT 601887_had_lbs.jpg,23-Nov-2022 22:31:12,23-Nov-2022 22:32:13,,,1.1
82155999,452755070,Pri_B,1892,2334,877,875,2417,2966,1665,1680,Yes,LACM ENT 602566,LACM ENT 602566_had_lbs.jpg,24-Nov-2022 09:58:54,24-Nov-2022 09:59:33,,,1.1
82156642,452755099,Pri_B,1939,2356,790,790,2613,2911,1748,1770,Yes,LACM ENT 602688,LACM ENT 602688_had_lbs.jpg,24-Nov-2022 09:59:33,24-Nov-2022 10:00:08,,,1.1
82153988,452755130,Pri_B,1534,1944,769,769,2266,2442,1620,1612,Yes,LACM ENT 602042,LACM ENT 602042_had_lbs.jpg,24-Nov-2022 10:00:08,24-Nov-2022 10:00:43,,,1.1
82157053,452821664,Suem28,1827,2265,869,871,2542,2765,2074,2041,Yes,LACM_ENTB_5975,LACM_ENTB_5975_had_lbs.jpg,24-Nov-2022 19:05:25,24-Nov-2022 19:06:00,,,1.1
82151267,452821841,Suem28,1909,2349,896,895,2647,2834,1717,1697,Yes,LACM ENT 601620,LACM ENT 601620_had_lbs.jpg,24-Nov-2022 19:06:00,24-Nov-2022 19:06:52,,,1.1
